"class","buying (to number)","maint (to number)","doors (to number)","persons (to number)","lug_boot (to number)","safety (to number)"
"unacc",0.3333333333333333,0,1,0.5,0,0.5
"unacc",0.3333333333333333,0,1,0.5,0,1
"unacc",0.3333333333333333,0,1,0.5,0.5,0
"unacc",0.3333333333333333,0,1,0.5,0.5,0.5
"unacc",0.3333333333333333,0,1,0.5,0.5,1
"unacc",0.3333333333333333,0,1,0.5,1,0
"unacc",0.3333333333333333,0,1,0.5,1,0.5
"unacc",0.3333333333333333,0,1,0.5,1,1
"unacc",0.3333333333333333,0,1,1,0,0
"unacc",0.3333333333333333,0,1,1,0,0.5
"unacc",0.3333333333333333,0,1,1,0,1
"unacc",0.3333333333333333,0,1,1,0.5,0
"unacc",0.3333333333333333,0,1,1,0.5,0.5
"unacc",0.3333333333333333,0,1,1,0.5,1
"unacc",0.3333333333333333,0,1,1,1,0
"unacc",0.3333333333333333,0,1,1,1,0.5
"unacc",0.3333333333333333,0,1,1,1,1
"unacc",0.3333333333333333,0.3333333333333333,0,0,0,0
"unacc",0.3333333333333333,0.3333333333333333,0,0,0,0.5
"unacc",0.3333333333333333,0.3333333333333333,0,0,0,1
"unacc",0.3333333333333333,0.3333333333333333,0,0,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0,0,0.5,0.5
"unacc",0.3333333333333333,0.3333333333333333,0,0,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0,0,1,0
"unacc",0.3333333333333333,0.3333333333333333,0,0,1,0.5
"unacc",0.3333333333333333,0.3333333333333333,0,0,1,1
"unacc",0.3333333333333333,0.3333333333333333,0,0.5,0,0
"unacc",0.3333333333333333,0.3333333333333333,0,0.5,0,0.5
"acc",0.3333333333333333,0.3333333333333333,0,0.5,0,1
"unacc",0.3333333333333333,0.3333333333333333,0,0.5,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0,0.5,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0,0.5,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0,0.5,1,0
"acc",0.3333333333333333,0.3333333333333333,0,0.5,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0,0.5,1,1
"unacc",0.3333333333333333,0.3333333333333333,0,1,0,0
"unacc",0.3333333333333333,0.3333333333333333,0,1,0,0.5
"unacc",0.3333333333333333,0.3333333333333333,0,1,0,1
"unacc",0.3333333333333333,0.3333333333333333,0,1,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0,1,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0,1,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0,1,1,0
"acc",0.3333333333333333,0.3333333333333333,0,1,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0,1,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.5,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1,0
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.5,0
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.5,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1,0
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1,0.5
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1,0
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0,0
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.5,0
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,0
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,0.5
"acc",0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,1
"unacc",0.3333333333333333,0.3333333333333333,1,0,0,0
"unacc",0.3333333333333333,0.3333333333333333,1,0,0,0.5
"unacc",0.3333333333333333,0.3333333333333333,1,0,0,1
"unacc",0.3333333333333333,0.3333333333333333,1,0,0.5,0
"unacc",0.3333333333333333,0.3333333333333333,1,0,0.5,0.5
"unacc",0.3333333333333333,0.3333333333333333,1,0,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,1,0,1,0
"unacc",0.3333333333333333,0.3333333333333333,1,0,1,0.5
"unacc",0.3333333333333333,0.3333333333333333,1,0,1,1
"unacc",0.3333333333333333,0.3333333333333333,1,0.5,0,0
"unacc",0.3333333333333333,0.3333333333333333,1,0.5,0,0.5
"acc",0.3333333333333333,0.3333333333333333,1,0.5,0,1
"unacc",0.3333333333333333,0.3333333333333333,1,0.5,0.5,0
"acc",0.3333333333333333,0.3333333333333333,1,0.5,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,1,0.5,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,1,0.5,1,0
"acc",0.3333333333333333,0.3333333333333333,1,0.5,1,0.5
"acc",0.3333333333333333,0.3333333333333333,1,0.5,1,1
"unacc",0.3333333333333333,0.3333333333333333,1,1,0,0
"unacc",0.3333333333333333,0.3333333333333333,1,1,0,0.5
"acc",0.3333333333333333,0.3333333333333333,1,1,0,1
"unacc",0.3333333333333333,0.3333333333333333,1,1,0.5,0
"acc",0.3333333333333333,0.3333333333333333,1,1,0.5,0.5
"acc",0.3333333333333333,0.3333333333333333,1,1,0.5,1
"unacc",0.3333333333333333,0.3333333333333333,1,1,1,0
"acc",0.3333333333333333,0.3333333333333333,1,1,1,0.5
"acc",0.3333333333333333,0.3333333333333333,1,1,1,1
"unacc",0.3333333333333333,0.6666666666666666,0,0,0,0
"unacc",0.3333333333333333,0.6666666666666666,0,0,0,0.5
"unacc",0.3333333333333333,0.6666666666666666,0,0,0,1
"unacc",0.3333333333333333,0.6666666666666666,0,0,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0,0,0.5,0.5
"unacc",0.3333333333333333,0.6666666666666666,0,0,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0,0,1,0
"unacc",0.3333333333333333,0.6666666666666666,0,0,1,0.5
"unacc",0.3333333333333333,0.6666666666666666,0,0,1,1
"unacc",0.3333333333333333,0.6666666666666666,0,0.5,0,0
"unacc",0.3333333333333333,0.6666666666666666,0,0.5,0,0.5
"acc",0.3333333333333333,0.6666666666666666,0,0.5,0,1
"unacc",0.3333333333333333,0.6666666666666666,0,0.5,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0,0.5,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0,0.5,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0,0.5,1,0
"acc",0.3333333333333333,0.6666666666666666,0,0.5,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0,0.5,1,1
"unacc",0.3333333333333333,0.6666666666666666,0,1,0,0
"unacc",0.3333333333333333,0.6666666666666666,0,1,0,0.5
"unacc",0.3333333333333333,0.6666666666666666,0,1,0,1
"unacc",0.3333333333333333,0.6666666666666666,0,1,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0,1,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0,1,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0,1,1,0
"acc",0.3333333333333333,0.6666666666666666,0,1,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0,1,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.5,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1,0
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0.5,0
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.5,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,0
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,0.5
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1,0
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0,0
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.5,0
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,0
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,0.5
"acc",0.3333333333333333,0.6666666666666666,0.6666666666666666,1,1,1
"unacc",0.3333333333333333,0.6666666666666666,1,0,0,0
"unacc",0.3333333333333333,0.6666666666666666,1,0,0,0.5
"unacc",0.3333333333333333,0.6666666666666666,1,0,0,1
"unacc",0.3333333333333333,0.6666666666666666,1,0,0.5,0
"unacc",0.3333333333333333,0.6666666666666666,1,0,0.5,0.5
"unacc",0.3333333333333333,0.6666666666666666,1,0,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,1,0,1,0
"unacc",0.3333333333333333,0.6666666666666666,1,0,1,0.5
"unacc",0.3333333333333333,0.6666666666666666,1,0,1,1
"unacc",0.3333333333333333,0.6666666666666666,1,0.5,0,0
"unacc",0.3333333333333333,0.6666666666666666,1,0.5,0,0.5
"acc",0.3333333333333333,0.6666666666666666,1,0.5,0,1
"unacc",0.3333333333333333,0.6666666666666666,1,0.5,0.5,0
"acc",0.3333333333333333,0.6666666666666666,1,0.5,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,1,0.5,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,1,0.5,1,0
"acc",0.3333333333333333,0.6666666666666666,1,0.5,1,0.5
"acc",0.3333333333333333,0.6666666666666666,1,0.5,1,1
"unacc",0.3333333333333333,0.6666666666666666,1,1,0,0
"unacc",0.3333333333333333,0.6666666666666666,1,1,0,0.5
"acc",0.3333333333333333,0.6666666666666666,1,1,0,1
"unacc",0.3333333333333333,0.6666666666666666,1,1,0.5,0
"acc",0.3333333333333333,0.6666666666666666,1,1,0.5,0.5
"acc",0.3333333333333333,0.6666666666666666,1,1,0.5,1
"unacc",0.3333333333333333,0.6666666666666666,1,1,1,0
"acc",0.3333333333333333,0.6666666666666666,1,1,1,0.5
"acc",0.3333333333333333,0.6666666666666666,1,1,1,1
"unacc",0.3333333333333333,1,0,0,0,0
"unacc",0.3333333333333333,1,0,0,0,0.5
"unacc",0.3333333333333333,1,0,0,0,1
"unacc",0.3333333333333333,1,0,0,0.5,0
"unacc",0.3333333333333333,1,0,0,0.5,0.5
"unacc",0.3333333333333333,1,0,0,0.5,1
"unacc",0.3333333333333333,1,0,0,1,0
"unacc",0.3333333333333333,1,0,0,1,0.5
"unacc",0.3333333333333333,1,0,0,1,1
"unacc",0.3333333333333333,1,0,0.5,0,0
"unacc",0.3333333333333333,1,0,0.5,0,0.5
"acc",0.3333333333333333,1,0,0.5,0,1
"unacc",0.3333333333333333,1,0,0.5,0.5,0
"unacc",0.3333333333333333,1,0,0.5,0.5,0.5
"acc",0.3333333333333333,1,0,0.5,0.5,1
"unacc",0.3333333333333333,1,0,0.5,1,0
"acc",0.3333333333333333,1,0,0.5,1,0.5
"acc",0.3333333333333333,1,0,0.5,1,1
"unacc",0.3333333333333333,1,0,1,0,0
"unacc",0.3333333333333333,1,0,1,0,0.5
"unacc",0.3333333333333333,1,0,1,0,1
"unacc",0.3333333333333333,1,0,1,0.5,0
"unacc",0.3333333333333333,1,0,1,0.5,0.5
"acc",0.3333333333333333,1,0,1,0.5,1
"unacc",0.3333333333333333,1,0,1,1,0
"acc",0.3333333333333333,1,0,1,1,0.5
"acc",0.3333333333333333,1,0,1,1,1
"unacc",0.3333333333333333,1,0.3333333333333333,0,0,0
"unacc",0.3333333333333333,1,0.3333333333333333,0,0,0.5
"unacc",0.3333333333333333,1,0.3333333333333333,0,0,1
"unacc",0.3333333333333333,1,0.3333333333333333,0,0.5,0
"unacc",0.3333333333333333,1,0.3333333333333333,0,0.5,0.5
"unacc",0.3333333333333333,1,0.3333333333333333,0,0.5,1
"unacc",0.3333333333333333,1,0.3333333333333333,0,1,0
"unacc",0.3333333333333333,1,0.3333333333333333,0,1,0.5
"unacc",0.3333333333333333,1,0.3333333333333333,0,1,1
"unacc",0.3333333333333333,1,0.3333333333333333,0.5,0,0
"unacc",0.3333333333333333,1,0.3333333333333333,0.5,0,0.5
"acc",0.3333333333333333,1,0.3333333333333333,0.5,0,1
"unacc",0.3333333333333333,1,0.3333333333333333,0.5,0.5,0
"unacc",0.3333333333333333,1,0.3333333333333333,0.5,0.5,0.5
"acc",0.3333333333333333,1,0.3333333333333333,0.5,0.5,1
"unacc",0.3333333333333333,1,0.3333333333333333,0.5,1,0
"acc",0.3333333333333333,1,0.3333333333333333,0.5,1,0.5
"acc",0.3333333333333333,1,0.3333333333333333,0.5,1,1
"unacc",0.3333333333333333,1,0.3333333333333333,1,0,0
"unacc",0.3333333333333333,1,0.3333333333333333,1,0,0.5
"acc",0.3333333333333333,1,0.3333333333333333,1,0,1
"unacc",0.3333333333333333,1,0.3333333333333333,1,0.5,0
"acc",0.3333333333333333,1,0.3333333333333333,1,0.5,0.5
"acc",0.3333333333333333,1,0.3333333333333333,1,0.5,1
"unacc",0.3333333333333333,1,0.3333333333333333,1,1,0
"acc",0.3333333333333333,1,0.3333333333333333,1,1,0.5
"acc",0.3333333333333333,1,0.3333333333333333,1,1,1
"unacc",0.3333333333333333,1,0.6666666666666666,0,0,0
"unacc",0.3333333333333333,1,0.6666666666666666,0,0,0.5
"unacc",0.3333333333333333,1,0.6666666666666666,0,0,1
"unacc",0.3333333333333333,1,0.6666666666666666,0,0.5,0
"unacc",0.3333333333333333,1,0.6666666666666666,0,0.5,0.5
"unacc",0.3333333333333333,1,0.6666666666666666,0,0.5,1
"unacc",0.3333333333333333,1,0.6666666666666666,0,1,0
"unacc",0.3333333333333333,1,0.6666666666666666,0,1,0.5
"unacc",0.3333333333333333,1,0.6666666666666666,0,1,1
"unacc",0.3333333333333333,1,0.6666666666666666,0.5,0,0
"unacc",0.3333333333333333,1,0.6666666666666666,0.5,0,0.5
"acc",0.3333333333333333,1,0.6666666666666666,0.5,0,1
"unacc",0.3333333333333333,1,0.6666666666666666,0.5,0.5,0
"acc",0.3333333333333333,1,0.6666666666666666,0.5,0.5,0.5
"acc",0.3333333333333333,1,0.6666666666666666,0.5,0.5,1
"unacc",0.3333333333333333,1,0.6666666666666666,0.5,1,0
"acc",0.3333333333333333,1,0.6666666666666666,0.5,1,0.5
"acc",0.3333333333333333,1,0.6666666666666666,0.5,1,1
"unacc",0.3333333333333333,1,0.6666666666666666,1,0,0
"unacc",0.3333333333333333,1,0.6666666666666666,1,0,0.5
"acc",0.3333333333333333,1,0.6666666666666666,1,0,1
"unacc",0.3333333333333333,1,0.6666666666666666,1,0.5,0
"acc",0.3333333333333333,1,0.6666666666666666,1,0.5,0.5
"acc",0.3333333333333333,1,0.6666666666666666,1,0.5,1
"unacc",0.3333333333333333,1,0.6666666666666666,1,1,0
"acc",0.3333333333333333,1,0.6666666666666666,1,1,0.5
"acc",0.3333333333333333,1,0.6666666666666666,1,1,1
"unacc",0.3333333333333333,1,1,0,0,0
"unacc",0.3333333333333333,1,1,0,0,0.5
"unacc",0.3333333333333333,1,1,0,0,1
"unacc",0.3333333333333333,1,1,0,0.5,0
"unacc",0.3333333333333333,1,1,0,0.5,0.5
"unacc",0.3333333333333333,1,1,0,0.5,1
"unacc",0.3333333333333333,1,1,0,1,0
"unacc",0.3333333333333333,1,1,0,1,0.5
"unacc",0.3333333333333333,1,1,0,1,1
"unacc",0.3333333333333333,1,1,0.5,0,0
"unacc",0.3333333333333333,1,1,0.5,0,0.5
"acc",0.3333333333333333,1,1,0.5,0,1
"unacc",0.3333333333333333,1,1,0.5,0.5,0
"acc",0.3333333333333333,1,1,0.5,0.5,0.5
"acc",0.3333333333333333,1,1,0.5,0.5,1
"unacc",0.3333333333333333,1,1,0.5,1,0
"acc",0.3333333333333333,1,1,0.5,1,0.5
"acc",0.3333333333333333,1,1,0.5,1,1
"unacc",0.3333333333333333,1,1,1,0,0
"unacc",0.3333333333333333,1,1,1,0,0.5
"acc",0.3333333333333333,1,1,1,0,1
"unacc",0.3333333333333333,1,1,1,0.5,0
"acc",0.3333333333333333,1,1,1,0.5,0.5
"acc",0.3333333333333333,1,1,1,0.5,1
"unacc",0.3333333333333333,1,1,1,1,0
"acc",0.3333333333333333,1,1,1,1,0.5
"acc",0.3333333333333333,1,1,1,1,1
"unacc",0.6666666666666666,0,0,0,0,0
"unacc",0.6666666666666666,0,0,0,0,0.5
"unacc",0.6666666666666666,0,0,0,0,1
"unacc",0.6666666666666666,0,0,0,0.5,0
"unacc",0.6666666666666666,0,0,0,0.5,0.5
"unacc",0.6666666666666666,0,0,0,0.5,1
"unacc",0.6666666666666666,0,0,0,1,0
"unacc",0.6666666666666666,0,0,0,1,0.5
"unacc",0.6666666666666666,0,0,0,1,1
"unacc",0.6666666666666666,0,0,0.5,0,0
"unacc",0.6666666666666666,0,0,0.5,0,0.5
"acc",0.6666666666666666,0,0,0.5,0,1
"unacc",0.6666666666666666,0,0,0.5,0.5,0
"unacc",0.6666666666666666,0,0,0.5,0.5,0.5
"acc",0.6666666666666666,0,0,0.5,0.5,1
"unacc",0.6666666666666666,0,0,0.5,1,0
"acc",0.6666666666666666,0,0,0.5,1,0.5
"acc",0.6666666666666666,0,0,0.5,1,1
"unacc",0.6666666666666666,0,0,1,0,0
"unacc",0.6666666666666666,0,0,1,0,0.5
"unacc",0.6666666666666666,0,0,1,0,1
"unacc",0.6666666666666666,0,0,1,0.5,0
"unacc",0.6666666666666666,0,0,1,0.5,0.5
"acc",0.6666666666666666,0,0,1,0.5,1
"unacc",0.6666666666666666,0,0,1,1,0
"acc",0.6666666666666666,0,0,1,1,0.5
"acc",0.6666666666666666,0,0,1,1,1
"unacc",0.6666666666666666,0,0.3333333333333333,0,0,0
"unacc",0.6666666666666666,0,0.3333333333333333,0,0,0.5
"unacc",0.6666666666666666,0,0.3333333333333333,0,0,1
"unacc",0.6666666666666666,0,0.3333333333333333,0,0.5,0
"unacc",0.6666666666666666,0,0.3333333333333333,0,0.5,0.5
"unacc",0.6666666666666666,0,0.3333333333333333,0,0.5,1
"unacc",0.6666666666666666,0,0.3333333333333333,0,1,0
"unacc",0.6666666666666666,0,0.3333333333333333,0,1,0.5
"unacc",0.6666666666666666,0,0.3333333333333333,0,1,1
"unacc",0.6666666666666666,0,0.3333333333333333,0.5,0,0
"unacc",0.6666666666666666,0,0.3333333333333333,0.5,0,0.5
"acc",0.6666666666666666,0,0.3333333333333333,0.5,0,1
"unacc",0.6666666666666666,0,0.3333333333333333,0.5,0.5,0
"unacc",0.6666666666666666,0,0.3333333333333333,0.5,0.5,0.5
"acc",0.6666666666666666,0,0.3333333333333333,0.5,0.5,1
"unacc",0.6666666666666666,0,0.3333333333333333,0.5,1,0
"acc",0.6666666666666666,0,0.3333333333333333,0.5,1,0.5
"acc",0.6666666666666666,0,0.3333333333333333,0.5,1,1
"unacc",0.6666666666666666,0,0.3333333333333333,1,0,0
"unacc",0.6666666666666666,0,0.3333333333333333,1,0,0.5
"acc",0.6666666666666666,0,0.3333333333333333,1,0,1
"unacc",0.6666666666666666,0,0.3333333333333333,1,0.5,0
"acc",0.6666666666666666,0,0.3333333333333333,1,0.5,0.5
"acc",0.6666666666666666,0,0.3333333333333333,1,0.5,1
"unacc",0.6666666666666666,0,0.3333333333333333,1,1,0
"acc",0.6666666666666666,0,0.3333333333333333,1,1,0.5
"acc",0.6666666666666666,0,0.3333333333333333,1,1,1
"unacc",0.6666666666666666,0,0.6666666666666666,0,0,0
"unacc",0.6666666666666666,0,0.6666666666666666,0,0,0.5
"unacc",0.6666666666666666,0,0.6666666666666666,0,0,1
"unacc",0.6666666666666666,0,0.6666666666666666,0,0.5,0
"unacc",0.6666666666666666,0,0.6666666666666666,0,0.5,0.5
"unacc",0.6666666666666666,0,0.6666666666666666,0,0.5,1
"unacc",0.6666666666666666,0,0.6666666666666666,0,1,0
"unacc",0.6666666666666666,0,0.6666666666666666,0,1,0.5
"unacc",0.6666666666666666,0,0.6666666666666666,0,1,1
"unacc",0.6666666666666666,0,0.6666666666666666,0.5,0,0
"unacc",0.6666666666666666,0,0.6666666666666666,0.5,0,0.5
"acc",0.6666666666666666,0,0.6666666666666666,0.5,0,1
"unacc",0.6666666666666666,0,0.6666666666666666,0.5,0.5,0
"acc",0.6666666666666666,0,0.6666666666666666,0.5,0.5,0.5
"acc",0.6666666666666666,0,0.6666666666666666,0.5,0.5,1
"unacc",0.6666666666666666,0,0.6666666666666666,0.5,1,0
"acc",0.6666666666666666,0,0.6666666666666666,0.5,1,0.5
"acc",0.6666666666666666,0,0.6666666666666666,0.5,1,1
"unacc",0.6666666666666666,0,0.6666666666666666,1,0,0
"unacc",0.6666666666666666,0,0.6666666666666666,1,0,0.5
"acc",0.6666666666666666,0,0.6666666666666666,1,0,1
"unacc",0.6666666666666666,0,0.6666666666666666,1,0.5,0
"acc",0.6666666666666666,0,0.6666666666666666,1,0.5,0.5
"acc",0.6666666666666666,0,0.6666666666666666,1,0.5,1
"unacc",0.6666666666666666,0,0.6666666666666666,1,1,0
"acc",0.6666666666666666,0,0.6666666666666666,1,1,0.5
"acc",0.6666666666666666,0,0.6666666666666666,1,1,1
"unacc",0.6666666666666666,0,1,0,0,0
"unacc",0.6666666666666666,0,1,0,0,0.5
"unacc",0.6666666666666666,0,1,0,0,1
